acc,bioproject,organism,count,broad_cat,mbases,host,project_name,manual_annot,is_pig_assoc
SRR11845631,PRJNA634981,wastewater metagenome,16,other,13641,"[""missing""]",,(unnanotated),""
SRR31155649,PRJNA1178428,sediment metagenome,16,other,85223,,,(unnanotated),""
ERR3997374,PRJEB35770,lake water metagenome,11,other,55822,,"[""Freshwater Metagenomes from European Lakes and Reservoirs (including time-series metagenomes)""]",(unnanotated),""
SRR19605700,PRJNA846871,sediment metagenome,16,other,7180,"[""not applicable""]",,(unnanotated),""
SRR11845636,PRJNA634981,wastewater metagenome,14,other,14082,"[""missing""]",,(unnanotated),""
SRR8925795,PRJNA681092,bioreactor metagenome,16,other,16482,"[""anaerobic digestor""]",,(unnanotated),""
ERR10921629,PRJEB52368,marine metagenome,11,other,43404,,"[""Tara Pacific Expedition (2016-2018)""]",(unnanotated),""
SRR12613527,PRJNA655010,marine sediment metagenome,14,other,55368,"[""not applicable""]",,(unnanotated),""
SRR5476650,PRJNA367439,wetland metagenome,16,other,35029,"[""not applicable""]",,(unnanotated),""
SRR3067136,PRJNA298260,bovine metagenome,9,other,3115,"[""Bos taurus""]",,(unnanotated),""
ERR10705254,PRJEB55540,marine sediment metagenome,15,other,35397,,"[""Marine sediment metegenomic DNA""]",(unnanotated),""
ERR2683229,PRJEB27621,wastewater metagenome,9,other,8977,,,(unnanotated),""
SRR12825430,PRJNA668816,sediment metagenome,14,other,28827,,,(unnanotated),""
SRR29517011,PRJNA1126025,bovine gut metagenome,9,other,14768,"[""Bos taurus""]",,(unnanotated),""
ERR10048390,PRJEB52849,Equus asinus asinus,15,other,117519,,,(unnanotated),""
SRR8925810,PRJNA681092,bioreactor metagenome,16,other,18603,"[""anaerobic digestor""]",,(unnanotated),""
SRR10036051,PRJNA562643,freshwater metagenome,8,other,18138,,,(unnanotated),""
ERR3589574,PRJEB9740,marine metagenome,9,other,36045,,"[""Tara Oceans Expedition (2009-2013)""]",(unnanotated),""
SRR16916503,PRJNA779602,hydrothermal vent metagenome,10,other,29980,,,(unnanotated),""
SRR16915479,PRJNA779554,soil metagenome,11,other,43077,"[""apple orchard soil""]",,(unnanotated),""
SRR30321687,PRJNA1150277,freshwater sediment metagenome,11,other,19025,"[""not applicable""]",,(unnanotated),""
SRR7080725,PRJNA441841,marine metagenome,8,other,17773,"[""not applicable""]",,(unnanotated),""
SRR18654555,PRJNA824007,compost metagenome,14,other,7909,"[""swine""]",,(unnanotated),""
ERR2431953,PRJEB25358,sediment metagenome,16,other,42151,,"[""Marine sediment microbiome""]",(unnanotated),""
SRR18164399,PRJNA804019,seawater metagenome,8,other,35760,,,(unnanotated),""
SRR22455134,PRJNA904067,aquatic viral metagenome,10,other,28899,,,(unnanotated),""
SRR7097861,PRJNA441487,soil metagenome,10,other,45698,"[""not applicable""]",,(unnanotated),""
ERR2843945,PRJEB29213,marine metagenome,9,other,55412,,"[""Kwangyang bay ocean virome""]",(unnanotated),""
SRR13325279,PRJNA687334,invertebrate metagenome,13,other,99371,"[""sugar apple""]",,(unnanotated),""
SRR18078966,PRJNA808646,marine sediment metagenome,16,other,105092,,,(unnanotated),""
SRR12447081,PRJNA656110,wastewater metagenome,13,other,8128,,,(unnanotated),""
SRR19747156,PRJNA850368,soil metagenome,9,other,49567,"[""not applicable""]",,(unnanotated),""
SRR25158219,PRJNA983538,soil metagenome,9,other,27899,,,(unnanotated),""
SRR6266487,PRJNA405447,soil metagenome,9,other,27461,"[""not applicable""]",,(unnanotated),""
SRR17023476,PRJNA779163,bovine gut metagenome,11,other,19368,"[""cattle""]",,(unnanotated),""
SRR7974119,PRJNA444436,soil metagenome,16,other,114006,"[""not applicable""]",,(unnanotated),""
SRR29582021,PRJNA1121201,bioreactor metagenome,11,other,4198,"[""not applicable""]",,(unnanotated),""
SRR15377938,PRJNA714922,soil metagenome,13,other,60249,,,(unnanotated),""
SRR16915463,PRJNA779554,soil metagenome,15,other,92008,"[""apple orchard soil""]",,(unnanotated),""
ERR4682350,PRJEB40815,wastewater metagenome,8,other,18829,,,(unnanotated),""
SRR5456944,PRJNA365522,rhizosphere metagenome,12,other,45643,"[""not applicable""]",,(unnanotated),""
SRR25893888,PRJNA1009937,sediment metagenome,9,other,24956,,,(unnanotated),""
SRR25779728,PRJNA858821,wastewater metagenome,13,other,102342,"[""None""]",,(unnanotated),""
SRR3053209,PRJNA292471,bovine metagenome,8,other,1799,"[""Bos taurus""]",,(unnanotated),""
SRR5508097,PRJNA375567,rhizosphere metagenome,14,other,65544,"[""not applicable""]",,(unnanotated),""
SRR8925787,PRJNA681092,bioreactor metagenome,16,other,22405,"[""anaerobic digestor""]",,(unnanotated),""
SRR5259504,PRJNA371480,money metagenome,8,other,42369,,,(unnanotated),""
SRR29270193,PRJNA1119566,freshwater metagenome,8,other,32188,,,(unnanotated),""
SRR8925825,PRJNA681092,bioreactor metagenome,16,other,16088,"[""anaerobic digestor""]",,(unnanotated),""
SRR30531338,PRJNA1122929,marine metagenome,9,other,29792,,,(unnanotated),""
SRR12358631,PRJNA649861,mouse gut metagenome,12,other,63786,"[""BALB/c""]",,(unnanotated),""
SRR8451833,PRJNA203445,food metagenome,13,other,75526,"[""Chicken""]",,(unnanotated),""
SRR8451930,PRJNA504765,marine sediment metagenome,14,other,63093,,,(unnanotated),""
SRR22048024,PRJNA894374,sediment metagenome,12,other,19872,,,(unnanotated),""
SRR2658026,PRJNA292297,marine sediment metagenome,16,other,61079,,,(unnanotated),""
SRR21545380,PRJNA879229,hydrothermal vent metagenome,13,other,57786,,,(unnanotated),""
SRR20217203,PRJNA808857,freshwater sediment metagenome,14,other,59345,,,(unnanotated),""
SRR12358728,PRJNA623111,marine sediment metagenome,10,other,22155,,,(unnanotated),""
SRR7145727,PRJNA470703,mixed sample,11,other,45021,"[""HeLa""]",,(unnanotated),""
SRR26413804,PRJNA1029225,sediment metagenome,8,other,22909,"[""not collected""]",,(unnanotated),""
ERR3801469,PRJEB33080,bovine gut metagenome,12,other,19949,,,(unnanotated),""
SRR9617926,PRJNA539331,sediment metagenome,15,other,68626,"[""not applicable""]",,(unnanotated),""
SRR14219491,PRJNA721298,aquatic metagenome,14,other,30945,,,(unnanotated),""
ERR2586121,PRJEB26788,air metagenome,11,other,10577,,"[""Shotgun_Metagenomics""]",(unnanotated),""
ERR10705265,PRJEB55540,marine sediment metagenome,14,other,33549,,"[""Marine sediment metegenomic DNA""]",(unnanotated),""
SRR13741618,PRJNA600179,mouse gut metagenome,12,other,10907,"[""Mus musculus""]",,(unnanotated),""
SRR11696242,PRJNA621489,wetland metagenome,9,other,16656,"[""not applicable""]",,(unnanotated),""
SRR26496201,PRJNA880762,seawater metagenome,9,other,33150,,,(unnanotated),""
SRR30201829,PRJNA1146790,anaerobic digester metagenome,14,other,13370,"[""Sus scrofa""]",,(unnanotated),""
SRR3990167,PRJNA330336,soil metagenome,15,other,48246,"[""not applicable""]",,(unnanotated),""
SRR8745596,PRJNA527324,air metagenome,9,other,3864,"[""not applicable""]",,(unnanotated),""
SRR25638216,PRJNA1005211,soil metagenome,10,other,40419,"[""soil""]",,(unnanotated),""
SRR13837109,PRJNA664514,soil metagenome,8,other,51327,,,(unnanotated),""
SRR17418333,PRJNA792486,goat gut metagenome,8,other,27967,"[""Black goat""]",,(unnanotated),""
ERR4682845,PRJEB40816,wastewater metagenome,8,other,10655,,,(unnanotated),""
SRR10998590,PRJNA566980,soil metagenome,11,other,41182,"[""not applicable""]",,(unnanotated),""
SRR24078310,PRJNA950101,seawater metagenome,13,other,33718,,,(unnanotated),""
ERR2431958,PRJEB25358,sediment metagenome,14,other,25872,,"[""Marine sediment microbiome""]",(unnanotated),""
SRR11835809,PRJNA620652,soil metagenome,12,other,67024,"[""not applicable""]",,(unnanotated),""
SRR29660203,PRJNA1128034,rhizosphere metagenome,13,other,66551,"[""Triticum aestivum cv. Chidham""]",,(unnanotated),""
SRR24605003,PRJNA967168,marine metagenome,16,other,52368,,,(unnanotated),""
SRR18654540,PRJNA824007,compost metagenome,10,other,7006,"[""swine""]",,(unnanotated),""
SRR29344318,PRJNA1121066,wetland metagenome,8,other,15149,,,(unnanotated),""
SRR3181116,PRJNA309291,bovine gut metagenome,10,other,13189,"[""Bos taurus""]",,(unnanotated),""
SRR9617900,PRJNA539329,sediment metagenome,16,other,90658,"[""not applicable""]",,(unnanotated),""
SRR5511879,PRJNA375571,rhizosphere metagenome,16,other,65953,"[""not applicable""]",,(unnanotated),""
SRR9924781,PRJNA559231,freshwater metagenome,11,other,17445,,,(unnanotated),""
SRR3053180,PRJNA292471,bovine metagenome,12,other,5723,"[""Bos taurus""]",,(unnanotated),""
SRR30681711,PRJNA1149319,soil metagenome,8,other,25558,"[""natural / free-living""]",,(unnanotated),""
SRR11678563,PRJNA621559,soil metagenome,12,other,47528,"[""not applicable""]",,(unnanotated),""
SRR6266571,PRJNA406076,soil metagenome,8,other,37470,"[""not applicable""]",,(unnanotated),""
SRR27204713,PRJNA1052411,seawater metagenome,12,other,31011,,,(unnanotated),""
SRR15377955,PRJNA714922,soil metagenome,10,other,59126,,,(unnanotated),""
SRR25158238,PRJNA983538,soil metagenome,10,other,24060,,,(unnanotated),""
SRR7186524,PRJNA450295,root metagenome,9,other,52868,"[""Bulk soil""]",,(unnanotated),""
SRR10098322,PRJNA563872,bovine metagenome,13,other,12680,"[""Bos taurus""]",,(unnanotated),""
SRR22455137,PRJNA904067,aquatic viral metagenome,12,other,26923,,,(unnanotated),""
SRR31246070,PRJNA1171364,soil metagenome,8,other,22224,,,(unnanotated),""
SRR5678815,PRJNA390250,soil metagenome,10,other,32298,,,(unnanotated),""
SRR31066036,PRJNA1174809,bioreactor metagenome,9,other,79285,,,(unnanotated),""
SRR24269691,PRJNA957232,sediment metagenome,10,other,23483,,,(unnanotated),""
SRR24579368,PRJNA972502,soil metagenome,12,other,28228,,,(unnanotated),""
ERR11283092,PRJEB61638,algae metagenome,8,other,15669,,,(unnanotated),""
SRR25158213,PRJNA983538,soil metagenome,8,other,28132,,,(unnanotated),""
SRR10036061,PRJNA562643,freshwater metagenome,9,other,19202,,,(unnanotated),""
SRR5457448,PRJNA367201,freshwater metagenome,11,other,47595,"[""not applicable""]",,(unnanotated),""
SRR10466942,PRJNA365640,freshwater metagenome,8,other,30488,"[""not applicable""]",,(unnanotated),""
SRR8436513,PRJNA502446,freshwater sediment metagenome,8,other,19689,"[""not applicable""]",,(unnanotated),""
SRR3053150,PRJNA292471,bovine metagenome,12,other,8783,"[""Bos taurus""]",,(unnanotated),""
SRR15377935,PRJNA714922,soil metagenome,9,other,79488,,,(unnanotated),""
SRR27152945,PRJNA1049908,soil metagenome,8,other,23943,,,(unnanotated),""
SRR6218741,PRJNA405701,termite gut metagenome,12,other,58309,"[""not applicable""]",,(unnanotated),""
SRR29660192,PRJNA1128034,rhizosphere metagenome,15,other,103868,"[""Triticum aestivum cv. Chidham""]",,(unnanotated),""
SRR26424701,PRJNA1029198,wastewater metagenome,8,other,60669,"[""not applicable""]",,(unnanotated),""
SRR14878424,PRJNA523619,mollusc metagenome,15,other,135132,"[""Alviniconcha boucheti""]",,(unnanotated),""
SRR24579375,PRJNA972502,soil metagenome,13,other,30835,,,(unnanotated),""
SRR13892588,PRJNA707313,cold seep metagenome,16,other,59166,,,(unnanotated),""
SRR18595299,PRJNA822698,groundwater metagenome,8,other,15574,,,(unnanotated),""
SRR29483044,PRJNA1125628,rhizosphere metagenome,13,other,71166,"[""Secale cereale""]",,(unnanotated),""
SRR23702712,PRJNA937402,peat metagenome,8,other,42605,,,(unnanotated),""
ERR2586124,PRJEB26788,air metagenome,16,other,20669,,"[""Shotgun_Metagenomics""]",(unnanotated),""
SRR6957162,PRJNA444381,rhizosphere metagenome,14,other,53308,"[""Miscanthus""]",,(unnanotated),""
SRR9008933,PRJNA539663,bovine gut metagenome,15,other,63829,"[""Bos taurus""]",,(unnanotated),""
SRR28060983,PRJNA1071982,wastewater metagenome,8,other,4167,"[""NA""]",,(unnanotated),""
SRR3969602,PRJNA330111,soil metagenome,12,other,49466,"[""not applicable""]",,(unnanotated),""
SRR26937445,PRJNA1044412,compost metagenome,16,other,6212,"[""pigmanure""]",,(unnanotated),""
SRR30303704,PRJNA1122929,marine metagenome,14,other,41847,,,(unnanotated),""
SRR12684589,PRJNA654775,wetland metagenome,11,other,58853,"[""not applicable""]",,(unnanotated),""
ERR4234198,PRJEB37465,marine metagenome,12,other,85515,,"[""Marine Ecosystem Biodiversity and Dynamics of Carbon around Kerguelen (MOBYDICK)""]",(unnanotated),""
ERR10798460,PRJEB59119,wastewater metagenome,16,other,5750,,,(unnanotated),""
SRR6220208,PRJNA405704,termite gut metagenome,12,other,48617,"[""not applicable""]",,(unnanotated),""
SRR3181128,PRJNA309291,bovine gut metagenome,10,other,15054,"[""Bos taurus""]",,(unnanotated),""
SRR16123793,PRJNA719719,air metagenome,9,other,6303,,,(unnanotated),""
SRR26496181,PRJNA880762,seawater metagenome,9,other,33216,,,(unnanotated),""
SRR9617952,PRJNA539337,sediment metagenome,16,other,63642,"[""not applicable""]",,(unnanotated),""
SRR10186386,PRJNA573913,sediment metagenome,10,other,26528,,,(unnanotated),""
ERR4682804,PRJEB40816,wastewater metagenome,8,other,16538,,,(unnanotated),""
ERR2683253,PRJEB27621,wastewater metagenome,8,other,16727,,,(unnanotated),""
SRR12447082,PRJNA656110,wastewater metagenome,13,other,9927,,,(unnanotated),""
SRR17477670,PRJNA792913,soil metagenome,10,other,50224,"[""missing""]",,(unnanotated),""
SRR11482346,PRJNA623064,dust metagenome,16,other,12121,"[""Sus scrofa""]",,(unnanotated),""
SRR7134475,PRJNA439832,sediment metagenome,14,other,27105,"[""not applicable""]",,(unnanotated),""
SRR15377957,PRJNA714922,soil metagenome,12,other,70246,,,(unnanotated),""
SRR5451659,PRJNA365495,rhizosphere metagenome,14,other,53607,"[""not applicable""]",,(unnanotated),""
SRR6958124,PRJNA444969,soil metagenome,10,other,55852,"[""not applicable""]",,(unnanotated),""
SRR3185498,PRJNA309291,bovine gut metagenome,13,other,17111,"[""Bos taurus""]",,(unnanotated),""
SRR30410462,PRJNA1152756,marine metagenome,15,other,42815,"[""None""]",,(unnanotated),""
SRR10769891,PRJNA591725,wastewater metagenome,15,other,15351,"[""pig faeces of farm B""]",,(unnanotated),""
SRR24882558,PRJNA980404,Bos taurus,9,other,14393,,,(unnanotated),""
SRR25180555,PRJNA987828,sediment metagenome,8,other,15997,,,(unnanotated),""
SRR10613527,PRJNA486429,air metagenome,8,other,24944,,,(unnanotated),""
SRR3989342,PRJNA330335,groundwater metagenome,16,other,53658,"[""not applicable""]",,(unnanotated),""
SRR12825407,PRJNA668816,riverine metagenome,10,other,42002,,,(unnanotated),""
SRR24204738,PRJNA956287,outdoor metagenome,8,other,21282,"[""not applicable""]",,(unnanotated),""
SRR16915462,PRJNA779554,soil metagenome,12,other,55124,"[""apple orchard soil""]",,(unnanotated),""
SRR14710898,PRJNA732531,termite gut metagenome,8,other,33641,"[""Porotermes adamsoni""]",,(unnanotated),""
SRR17996669,PRJNA806344,bovine gut metagenome,8,other,11979,"[""Bos taurus""]",,(unnanotated),""
SRR22388221,PRJNA858913,groundwater metagenome,15,other,38674,,,(unnanotated),""
SRR23318458,PRJNA611818,marine sediment metagenome,10,other,28652,,,(unnanotated),""
ERR4334727,PRJEB39351,sediment metagenome,8,other,21442,,,(unnanotated),""
SRR17418319,PRJNA792486,goat gut metagenome,12,other,35787,"[""Black goat""]",,(unnanotated),""
SRR18654552,PRJNA824007,compost metagenome,12,other,6763,"[""swine""]",,(unnanotated),""
ERR10048383,PRJEB52849,Equus asinus asinus,14,other,92344,,,(unnanotated),""
ERR7438475,PRJEB48889,Rinodina peloleuca,16,other,15483,,,(unnanotated),""
SRR24891222,PRJNA981443,Bos taurus,9,other,13576,,,(unnanotated),""
SRR8879133,PRJNA531774,wetland metagenome,11,other,65122,"[""not applicable""]",,(unnanotated),""
SRR2657237,PRJNA292297,marine sediment metagenome,16,other,114277,,,(unnanotated),""
SRR12487022,PRJNA658184,wastewater metagenome,12,other,17525,"[""Mankyoung-River""]",,(unnanotated),""
ERR1111514,PRJEB11699,sediment metagenome,8,other,18940,,"[""Oyster Rocks sediment methylation""]",(unnanotated),""
SRR3984957,PRJNA330037,soil metagenome,15,other,54978,"[""not applicable""]",,(unnanotated),""
SRR8242834,PRJNA506496,fermentation metagenome,14,other,973,,,(unnanotated),""
SRR9659501,PRJNA539510,fungus metagenome,10,other,76411,"[""not applicable""]",,(unnanotated),""
SRR20336961,PRJNA858011,seawater metagenome,15,other,49325,"[""not applicable""]",,(unnanotated),""
SRR6958471,PRJNA444971,soil metagenome,8,other,35951,"[""not applicable""]",,(unnanotated),""
SRR12683258,PRJNA654165,sediment metagenome,9,other,55280,"[""not applicable""]",,(unnanotated),""
SRR11622295,PRJNA620683,soil metagenome,9,other,59228,"[""not applicable""]",,(unnanotated),""
SRR9045292,PRJNA539071,rhizosphere metagenome,15,other,47528,"[""Sporobolus alterniflorus""]",,(unnanotated),""
SRR10002696,PRJNA561080,air metagenome,8,other,1114,"[""not applicable""]",,(unnanotated),""
SRR26459360,PRJNA1028263,soil metagenome,9,other,17077,,,(unnanotated),""
SRR20336966,PRJNA858011,seawater metagenome,9,other,34161,"[""not applicable""]",,(unnanotated),""
SRR2546430,PRJNA297196,soil metagenome,9,other,28963,,,(unnanotated),""
SRR25158247,PRJNA983538,soil metagenome,11,other,28027,,,(unnanotated),""
SRR5820075,PRJNA365117,marine metagenome,16,other,69695,"[""not applicable""]",,(unnanotated),""
SRR6512901,PRJNA420682,bovine metagenome,13,other,4288,"[""Bos taurus""]",,(unnanotated),""
SRR22455145,PRJNA904067,aquatic viral metagenome,9,other,22193,,,(unnanotated),""
ERR9670067,PRJEB52550,sediment metagenome,10,other,27974,,,(unnanotated),""
SRR5272259,PRJNA365733,freshwater metagenome,16,other,52891,"[""not applicable""]",,(unnanotated),""
SRR5581439,PRJNA375645,freshwater metagenome,13,other,51375,"[""not applicable""]",,(unnanotated),""
SRR20705919,PRJNA860353,wastewater metagenome,9,other,11192,,,(unnanotated),""
ERR4183325,PRJEB38557,soil metagenome,11,other,21711,,"[""Helmholtz Young Investigators Group (VH-NG-919), BMBF project CarboPerm (grant no. 03G0836A, 03G0836D) and KoPf (grant no. 03F0764A, 03F0764F)""]",(unnanotated),""
SRR17274331,PRJNA783381,sheep gut metagenome,10,other,9697,"[""sheep108""]",,(unnanotated),""
SRR21398029,PRJNA863385,sediment metagenome,8,other,12814,,,(unnanotated),""
ERR2683211,PRJEB27621,wastewater metagenome,8,other,11243,,,(unnanotated),""
SRR11482397,PRJNA623064,dust metagenome,16,other,15267,"[""Sus scrofa""]",,(unnanotated),""
SRR9044090,PRJNA539700,soil metagenome,8,other,32787,"[""not applicable""]",,(unnanotated),""
SRR6202012,PRJNA366758,soil metagenome,9,other,20242,"[""not applicable""]",,(unnanotated),""
SRR12398546,PRJNA655594,mouse gut metagenome,15,other,55754,"[""C57BL/6J""]",,(unnanotated),""
SRR7151600,PRJNA386568,peat metagenome,10,other,18471,,,(unnanotated),""
SRR9199082,PRJNA429145,freshwater metagenome,13,other,69827,,,(unnanotated),""
ERR2431950,PRJEB25358,sediment metagenome,10,other,18207,,"[""Marine sediment microbiome""]",(unnanotated),""
ERR10034884,PRJEB53918,aquaculture metagenome,15,other,57015,,"[""Microbiomes of small-scale aquaculture ponds in Bangladesh""]",(unnanotated),""
SRR14368436,PRJNA726380,freshwater metagenome,8,other,8713,"[""not applicable""]",,(unnanotated),""
SRR12825424,PRJNA668816,sediment metagenome,14,other,25254,,,(unnanotated),""
SRR29270183,PRJNA1119566,freshwater metagenome,8,other,27031,,,(unnanotated),""
SRR7186544,PRJNA450295,root metagenome,8,other,51716,"[""Setaria italica""]",,(unnanotated),""
